,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
1419,2471,357,907,11000,0,2012,101,0,0,211,151,28257,5.1
1420,19689,16000,18000,0,2,1997,155,6,3,91,216,31751,6.6
1421,24154,8,22000,0,1,2015,93,0,3,44,57,16193,6.1
1422,855,24,287,0,5,2010,109,4,1,97,59,19230,6.1
1423,1394,0,436,949,2,1992,140,7,3,32,68,17124,6.6
1424,2351,251,826,0,0,2008,108,2,0,270,492,78256,5.9
1425,17292,13,11000,0,1,2004,96,4,1,89,244,47800,6.3
1426,13371,15,10000,23000,0,2015,123,7,0,219,138,44788,7.1
1427,561,309,327,13000,1,2011,106,0,0,180,173,65044,5.0
1428,1908,2,1000,538,0,2005,76,1,2,93,80,15788,5.6
1429,22974,161,21000,0,5,2000,107,4,3,173,335,54643,7.4
1430,3266,82,1000,0,6,2008,82,0,0,121,173,52052,4.5
1431,2073,90,1000,0,3,2013,109,6,3,298,134,63548,6.2
1432,2535,0,1000,0,0,2005,99,4,0,158,325,26126,5.0
1433,24669,192,23000,20000,0,2012,91,0,0,248,178,95274,6.5
1434,1679,98,472,0,2,2015,87,0,0,155,118,34948,5.1
1435,3142,159,3000,0,2,2002,125,1,0,105,215,28130,6.5
1436,28479,138,26000,17000,0,2013,118,0,3,224,141,90046,6.2
1437,9330,12,4000,0,1,2004,98,4,0,129,173,51842,6.3
1438,6327,16,3000,0,1,2010,92,4,1,101,84,12399,3.8
1439,1361,0,465,0,1,2012,93,0,3,145,82,11482,5.2
1440,14744,170,14000,0,1,1983,116,0,1,57,178,23351,6.0
1441,32875,0,11000,0,3,2007,92,2,3,227,298,41170,6.2
1442,1290,468,605,452,3,1991,115,0,0,13,39,4795,5.7
1443,1082,52,553,0,1,2007,120,4,3,171,200,55630,6.7
1444,19805,529,18000,0,3,2001,111,2,3,119,208,28542,6.8
1445,1668,10,694,433,2,2001,94,0,0,44,162,12077,6.0
1446,5890,212,2000,0,1,2009,100,7,1,188,100,44931,7.3
1447,1947,57,1000,0,1,2009,101,0,3,166,142,31918,5.5
1448,13021,0,11000,39000,0,2011,139,2,0,584,975,136367,6.7
1449,1352,85,635,471,0,1998,91,0,3,67,141,11512,4.8
1450,1458,453,1000,10000,3,2014,109,0,3,233,212,47498,5.7
1451,14165,241,13000,704,1,2003,102,0,3,112,204,14962,5.1
1452,6563,189,3000,0,1,2008,103,0,3,151,280,48999,6.0
1453,5022,12,2000,494,5,2006,83,0,1,63,113,15015,4.2
1454,23031,0,23000,24000,0,2015,123,1,1,335,195,77394,7.4
1455,1993,31,690,0,0,1997,101,0,1,24,31,2189,4.6
1456,3611,0,883,9000,1,2006,117,4,0,147,196,70698,6.9
1457,4334,503,2000,892,3,1992,114,2,0,10,71,10410,6.9
1458,3227,138,848,6000,2,1993,330,6,3,12,129,23181,8.0
1459,3125,55,1000,561,1,1997,121,0,3,50,99,11747,6.4
1460,1005,0,548,675,1,2002,114,6,3,149,232,28584,6.3
1461,1573,278,695,0,0,1980,156,7,1,24,55,9852,8.4
1462,1508,22,837,262,1,1995,135,1,3,28,25,4885,7.1
1463,5,0,3,633,0,1999,148,2,3,95,159,11101,6.8
1464,50,0,30,29000,0,2010,148,2,3,288,127,68885,7.5
1465,1980,596,621,677,3,2015,109,0,3,10,15,2138,4.5
1466,5377,18,4000,0,2,2006,93,0,0,58,76,28848,5.7
1467,1783,47,988,38000,0,2014,113,0,0,297,524,310903,6.8
1468,1564,31,1000,0,2,2015,91,4,3,90,89,23072,5.4
1469,1068,17000,554,0,3,1993,139,2,1,56,150,36267,7.2
1470,24640,0,20000,23000,0,2006,96,2,0,274,915,190990,7.3
1471,1274,3,372,120,0,1999,102,0,3,68,94,8367,5.2
1472,14978,165,12000,0,1,2012,96,0,3,98,86,36914,5.5
1473,13,6000,6,0,0,2008,101,1,2,256,144,85589,7.7
1474,3386,88,989,23000,0,2015,128,2,0,117,116,50041,7.1
1475,52621,7,40000,1000,0,1999,109,2,3,107,260,45497,5.3
1476,1778,46,818,314,1,2000,114,1,0,52,61,3740,5.6
1477,23122,125,18000,0,5,2012,105,4,0,135,50,23916,5.7
1478,301,56,113,13000,1,2013,141,7,0,211,108,21223,7.1
1479,2291,631,635,0,0,1981,195,7,1,57,127,16255,7.5
1480,14619,0,10000,0,0,1992,138,2,3,81,319,181879,7.6
1481,5942,43,2000,742,0,2001,101,0,3,107,232,27580,5.5
1482,1790,67,826,1000,1,2000,99,0,0,100,148,66941,5.1
1483,843,21,614,0,0,2011,89,0,0,195,211,49312,4.9
1484,4863,35,3000,19000,0,2012,99,2,0,121,72,45394,6.5
1485,2604,160,852,4000,0,2006,105,0,3,285,1033,115649,5.6
1486,18688,10,18000,463,0,2000,97,6,3,103,181,22220,5.3
1487,2114,36,669,4000,1,2004,140,0,3,192,622,124242,6.5
1488,2859,41,722,0,0,2005,118,2,0,90,114,50919,6.8
1489,27759,132,26000,12000,2,2012,94,0,3,258,134,83097,6.5
1490,13093,179,11000,783,3,1999,124,4,3,56,175,24826,6.0
1491,13649,37,11000,14000,0,1983,134,0,1,197,647,681857,8.4
1492,391,197,165,0,1,2008,113,0,3,254,396,62770,6.0
1493,14504,335,14000,15000,0,2008,124,2,3,299,370,189812,7.6
1494,4151,136,1000,0,2,2012,98,4,3,163,139,62198,5.6
1495,43354,4000,22000,21000,1,2003,97,4,1,152,395,147597,6.9
1496,5975,226,3000,0,1,1996,123,2,1,53,118,63839,6.4
1497,2916,32,773,0,1,2002,99,1,1,67,100,20219,5.1
1498,18734,503,13000,11000,1,1988,101,4,0,88,159,61396,7.0
1499,1729,100,678,0,1,2006,92,4,1,163,441,65551,5.7
1500,3229,176,722,27000,6,2011,131,4,3,371,485,218711,6.8
1501,38751,133,17000,97000,6,2013,107,4,3,418,669,310540,6.7
1502,3004,9,826,0,0,1999,103,11,3,131,398,54390,6.2
1503,36069,88,22000,0,0,2000,129,7,3,98,224,89424,7.2
1504,31529,34,23000,0,5,2010,107,0,0,119,132,46961,6.2
1505,74181,16,49000,0,8,2013,89,4,3,133,108,37493,5.6
1506,3500,14,918,0,2,2011,113,0,0,88,47,19671,4.4
1507,16034,0,15000,56000,3,2011,93,5,0,522,571,379462,7.5
1508,2054,155,344,0,3,1993,120,1,3,43,112,38949,7.1
1509,10938,541,8000,10000,1,2007,98,5,3,224,383,164608,6.4
1510,1843,0,716,5000,1,2013,105,0,1,122,28,11347,7.1
1511,20201,14000,16000,2000,5,1979,142,0,1,56,217,25193,5.9
1512,1400,61,649,0,1,2005,98,2,1,75,108,10018,6.9
1513,12754,0,10000,0,1,2005,96,6,3,441,1125,186606,7.5
1514,29050,255,26000,0,1,2005,87,0,0,163,340,156267,6.3
1515,29743,0,29000,0,0,1995,107,0,3,63,216,69197,6.4
1516,961,29,638,702,1,2004,90,4,0,90,102,18771,5.9
1517,13040,17000,12000,0,0,1999,121,2,3,163,382,53028,6.8
1518,2925,238,1000,12000,0,2010,119,0,3,197,187,87768,6.3
1519,3274,26,889,0,0,2007,107,0,0,93,364,21506,3.6
1520,3864,278,3000,350,3,1996,110,4,1,15,30,5176,5.3
1521,32094,35,12000,13000,4,2013,100,4,0,260,158,60596,5.9
1522,7394,10,3000,643,0,1997,75,3,2,18,49,5600,6.9
1523,16878,0,13000,625,2,1999,132,2,3,70,161,8039,6.9
1524,2355,0,845,559,2,2006,105,2,3,183,175,21481,6.1
1525,1073,0,330,290,4,2004,93,0,1,12,31,3088,5.7
1526,25313,0,11000,19000,1,1979,289,2,3,261,983,450676,8.5
1527,2961,8,839,0,0,2010,102,4,3,167,113,50523,6.3
1528,2223,65,975,0,1,1995,143,2,1,42,154,30230,7.3
1529,10910,34,10000,0,2,2016,113,0,3,130,100,17319,6.3
1530,12518,521,11000,0,0,1985,161,7,1,66,200,52339,7.2
1531,20952,0,18000,64000,0,2012,138,2,3,449,491,264047,7.3
1532,1008,43,244,0,2,1979,126,0,1,121,294,69534,6.3
1533,15082,0,13000,149000,0,2014,99,1,3,536,644,475518,8.1
1534,13811,96,12000,0,1,2001,101,2,0,135,268,30339,6.9
1535,1440,155,687,0,0,1990,103,4,0,74,136,50389,6.3
1536,4045,40,2000,0,0,2000,118,6,0,168,510,81866,7.3
1537,2097,176,783,62000,4,2016,116,0,0,464,1211,69790,5.5
1538,40312,0,26000,28000,4,2015,99,1,3,204,219,66123,6.1
1539,3439,188,848,0,4,1995,105,4,3,96,150,62986,6.9
1540,813,252,539,0,0,2002,113,4,0,223,1017,172080,7.2
1541,26760,221,12000,0,0,1999,93,4,0,112,289,161858,6.4
1542,7872,6,3000,0,0,2001,108,4,3,142,431,200260,6.4
1543,19046,487,15000,0,1,1995,74,1,2,166,391,623757,8.3
1544,20966,101,18000,0,0,1994,116,0,3,114,373,260981,7.2
1545,18322,23,17000,32000,0,2012,104,2,0,214,164,145852,6.8
1546,17560,12,11000,0,2,2010,106,2,1,126,64,14281,6.5
1547,54877,132,33000,0,1,2000,120,7,1,157,402,160776,7.8
1548,2575,323,826,0,1,1990,135,0,1,104,241,143696,7.6
1549,20035,304,15000,41000,0,2013,132,7,0,304,323,87665,7.2
1550,4730,43,989,0,0,2004,92,4,0,191,392,185338,6.7
1551,3696,188,1000,5000,0,1991,99,4,0,55,125,96607,6.8
1552,2203,176,531,0,0,1995,90,1,0,59,178,160321,6.3
1553,13645,0,11000,0,2,2001,111,4,2,108,301,94049,6.2
1554,3143,37,944,0,3,1996,103,4,1,50,117,31817,6.2
1555,22678,21000,11000,39000,0,1995,127,6,3,216,1080,1023511,8.6
1556,2639,662,2000,22000,0,2009,112,0,3,472,1262,531737,8.0
1557,20097,47,19000,0,0,2004,87,1,1,89,186,58906,7.0
1558,1942,16000,616,12000,0,2003,138,6,3,229,935,338415,8.0
1559,28830,16000,16000,14000,1,2004,132,2,0,268,1106,482064,8.1
1560,24333,11000,22000,0,2,1999,103,4,3,145,337,123940,6.7
1561,34495,415,33000,57000,0,2004,123,2,0,177,1111,396396,7.9
1562,2978,98,2000,0,1,2008,111,4,0,175,154,124501,6.1
1563,4516,23,1000,0,2,2009,102,4,2,131,140,31760,4.2
1564,4527,0,971,181,0,2000,78,1,2,41,49,8146,6.1
1565,1936,0,769,883,1,1991,132,2,3,30,109,12549,6.6
1566,26388,380,12000,11000,2,1994,133,2,3,57,329,112175,7.5
1567,35209,655,24000,19000,0,2009,108,2,3,391,452,270238,7.4
1568,1556,729,442,0,1,2002,125,4,3,217,612,107557,7.2
1569,337,129,303,81000,0,2013,98,4,0,452,326,184641,6.9
1570,37387,0,23000,75000,0,2012,119,0,3,589,667,428916,7.4
1571,2911,129,979,602,1,2001,87,4,0,61,122,19079,5.4
1572,1185,108,405,5000,0,1995,91,4,2,79,182,94435,6.8
1573,19420,64,11000,0,2,2012,100,4,0,234,178,34258,6.3
1574,16758,89,15000,0,1,2008,118,4,3,253,325,217507,7.2
1575,2740,309,1000,0,3,2005,109,0,3,123,340,109894,6.9
1576,6930,5,2000,0,2,2008,99,4,0,145,97,34079,6.0
1577,2860,0,970,0,1,1998,114,2,0,65,162,18973,5.9
1578,13794,56,11000,0,2,2009,89,4,1,152,129,79094,5.4
1579,1266,65,506,0,3,2004,95,1,0,94,152,37479,5.9
1580,6742,56,3000,0,1,2004,98,4,0,119,339,122187,6.1
1581,1289,11000,617,78000,1,2011,94,4,0,487,509,301149,7.7
1582,18795,7,14000,0,0,2014,85,1,1,121,64,19547,5.8
1583,43453,47,40000,13000,1,2001,124,7,3,147,426,198066,7.6
1584,19815,43,18000,0,0,1999,131,2,0,85,223,28942,6.1
1585,14710,0,12000,0,1,1989,107,0,1,98,293,43743,5.4
1586,3679,13,1000,1000,7,2002,99,4,1,39,72,15074,5.1
1587,4767,88,3000,1000,5,1994,83,4,0,43,85,76850,6.4
1588,2943,46,1000,0,2,1985,131,0,1,108,300,68565,6.3
1589,1145,9,567,0,0,2005,85,3,2,209,307,98160,7.5
1590,18726,98,18000,20000,1,2007,126,2,0,131,243,167967,7.1
1591,2910,7,984,771,0,2005,102,1,1,73,86,12570,5.2
1592,20499,456,19000,12000,1,2007,123,2,3,316,581,192930,7.8
1593,1026,56,898,13000,1,2010,105,4,1,159,156,74630,6.5
1594,1748,0,939,0,2,1989,125,0,3,63,119,39306,6.6
1595,6137,101,971,13000,0,2012,92,4,1,162,189,25484,5.1
1596,60683,13000,40000,0,1,2005,77,3,1,267,467,188785,7.4
1597,2577,0,696,0,1,2006,118,7,1,95,145,34910,7.2
1598,1467,777,455,59000,2,2015,121,0,3,478,461,196217,7.6
1599,16881,845,15000,44000,0,2015,124,2,3,305,277,147128,7.5
1600,5642,0,2000,11000,0,2009,99,11,0,397,691,158354,6.6
1601,15327,43,11000,34000,1,2015,112,2,0,214,209,93767,7.2
1602,9638,23,3000,0,1,2003,111,4,1,82,292,43378,7.6
1603,4059,209,2000,16000,0,2010,107,2,0,138,86,47297,6.2
1604,1165,134,585,0,3,2002,104,2,0,69,216,26066,5.6
1605,8362,395,8000,13000,1,2006,113,4,0,253,529,186977,7.6
1606,814,171,430,0,0,2007,113,11,3,304,527,138435,6.6
1607,29551,246,26000,66000,0,2012,95,8,3,634,986,277172,7.0
1608,3854,82,869,0,0,2008,86,4,0,111,409,88518,2.7
1609,23866,102,22000,0,1,1988,126,0,3,77,215,54042,7.6
1610,2373,343,581,0,1,1987,101,0,3,120,226,112669,6.6
1611,15308,0,13000,0,2,1986,102,4,0,63,165,49349,6.9
1612,257,456,157,38000,0,2011,111,0,0,417,438,159198,6.8
1613,2266,40,663,1000,0,1997,95,0,0,59,256,36363,3.7
1614,16827,15000,15000,0,0,2011,98,4,0,218,184,49205,6.1
1615,20051,108,17000,39000,1,2013,100,2,3,359,371,108242,5.9
1616,3797,3,1000,0,0,2006,118,2,0,101,127,21767,6.7
1617,15811,21,12000,0,1,2006,125,6,0,85,134,33067,6.9
1618,3664,39,1000,304,0,2001,94,4,0,64,84,12466,5.5
1619,1594,30,940,13000,0,2009,79,0,0,263,245,111117,7.1
1620,18469,0,17000,29000,0,2013,106,6,3,450,274,148327,7.1
1621,3239,57,1000,0,1,2004,111,4,1,85,154,31984,5.9
1622,1002,15,759,0,0,2011,63,1,2,162,55,15600,7.3
1623,1653,14,577,1000,0,2003,85,4,0,85,267,30651,3.4
1624,1023,631,631,0,1,1998,108,4,3,110,227,21998,6.8
1625,2060,150,521,11000,0,2014,139,7,0,165,104,15843,6.9
1626,12785,73,11000,592,3,1998,127,2,3,64,112,9283,7.0
1627,20772,32,18000,0,1,1995,106,0,3,44,88,23579,5.5
1628,2737,425,973,1000,1,2006,95,4,0,147,203,53884,5.1
1629,5697,301,2000,18000,0,2014,118,11,3,242,201,54447,6.2
1630,3892,24,2000,11000,0,2011,108,1,3,244,215,47003,5.9
1631,4369,34,1000,484,1,2004,105,4,0,73,116,15052,5.2
1632,3479,89,2000,11000,2,2012,131,4,3,232,141,78974,6.2
1633,4462,30,1000,491,1,2004,104,4,0,63,63,12164,5.5
1634,11799,549,10000,27000,0,2010,133,6,0,239,237,146364,7.4
1635,15271,110,14000,0,1,2006,94,0,0,158,830,70341,4.4
1636,3148,25,954,999,1,2005,109,0,3,152,220,65979,6.3
1637,3072,845,978,629,2,1998,96,0,3,105,167,23345,6.1
1638,6152,114,4000,204,1,1996,105,0,3,36,29,7073,5.3
1639,22554,11,19000,0,1,2002,99,0,0,181,291,43764,5.4
1640,31278,380,15000,24000,0,2010,112,4,3,219,215,143368,6.7
1641,16722,50,14000,0,1,2007,108,6,3,158,262,65628,5.9
1642,20563,51,10000,0,4,2005,126,2,3,155,214,32815,7.3
1643,18085,41,13000,462,5,2004,98,4,0,74,112,45775,5.5
1644,2222,165,900,12000,0,2009,104,2,3,368,354,79517,5.8
1645,3000,8,1000,0,1,1986,110,0,1,81,269,33669,4.6
1646,5101,149,1000,0,0,2008,130,6,3,154,132,53053,6.7
1647,2178,2,849,0,0,2005,93,1,0,140,262,28606,5.1
1648,977,0,372,625,2,2003,96,4,0,73,105,11520,5.6
1649,679,118,489,0,0,2004,114,2,0,98,298,44979,7.0
1650,1393,44,596,23000,1,2011,106,4,3,358,242,85024,6.4
1651,27829,0,23000,0,0,2005,150,7,0,222,671,70771,6.7
1652,2497,38,811,858,3,1999,100,0,0,85,338,14747,4.1
1653,22006,277,21000,654,0,1999,100,2,3,62,148,11003,5.5
1654,1100,70,473,0,0,2009,100,0,1,130,524,56451,2.7
1655,1643,419,971,24000,2,2013,107,0,3,376,258,114241,6.4
1656,23352,6,22000,387,1,2004,102,2,0,130,191,22449,4.8
1657,842,3,448,0,0,2004,101,4,0,65,129,30092,6.1
1658,5393,6,1000,0,0,2011,86,3,1,77,38,9682,4.8
1659,11519,529,11000,0,3,2005,108,2,0,107,152,24033,7.0
1660,11769,0,10000,19000,1,2009,123,1,0,292,210,126307,6.8
1661,1873,12,891,0,2,2010,134,4,3,193,87,21086,7.3
1662,5706,65,3000,0,3,2013,88,6,3,184,95,52069,5.6
1663,1297,29,779,0,2,2001,109,0,0,123,221,25558,6.1
1664,32930,380,18000,0,3,1989,122,2,3,60,365,101888,7.9
1665,24719,0,22000,12000,8,1984,251,6,3,111,495,221000,8.4
1666,4253,76,3000,0,2,2013,118,0,3,217,127,54147,6.5
1667,16252,53,14000,0,3,2004,131,2,3,117,161,29715,7.1
1668,2759,277,2000,287,0,2002,109,0,3,105,103,9004,6.6
1669,21519,9,17000,353,1,2005,80,0,0,41,38,3926,4.0
1670,1518,108,876,0,1,2006,88,7,1,124,142,23864,7.0
1671,949,45,489,445,0,2005,103,0,0,90,132,8215,5.6
1672,4473,23,826,0,4,2006,87,0,0,110,180,38503,4.8
1673,22516,181,11000,0,0,2007,160,7,3,273,415,136104,7.5
1674,1887,0,974,0,0,2011,121,0,3,63,27,4670,6.0
1675,29773,165,26000,0,0,2015,92,0,3,130,114,36487,5.6
1676,19620,395,18000,21000,1,2011,129,0,3,134,124,52972,6.8
1677,3095,7,1000,885,0,2010,93,3,1,36,44,4599,4.9
1678,143,55,113,0,1,2007,118,7,3,46,23,10175,7.1
1679,2725,18,922,0,4,2014,110,2,5,7,22,3279,2.0
1680,1831,59,1000,447,0,2002,110,6,3,56,108,14618,6.7
1681,15795,5,11000,13000,0,2016,89,1,3,65,14,3302,7.5
1682,13159,0,10000,40000,8,2015,115,4,0,221,185,97697,6.5
1683,1383,446,523,11000,0,2005,153,7,0,291,815,188637,7.9
1684,5404,0,955,0,3,2000,128,4,0,148,259,44816,6.4
1685,2056,12,1000,0,0,1997,89,1,1,42,39,16222,5.8
1686,6161,2000,2000,0,1,2008,122,2,3,302,241,88682,7.7
1687,810,0,504,3000,0,2002,113,7,3,181,276,71596,7.1
1688,4169,71,2000,201,2,2002,99,4,0,64,101,14315,5.3
1689,23562,265,22000,0,1,2016,99,4,3,154,96,16984,5.3
1690,18855,0,18000,0,0,1987,147,7,1,17,51,9913,7.5
1691,17873,759,11000,209,4,1999,112,4,3,65,123,8134,6.9
1692,2567,64,1000,0,0,2004,88,4,3,148,214,28632,4.9
1693,5085,11,1000,0,0,2005,94,2,3,161,263,92850,7.1
1694,52970,63,49000,0,0,1992,90,1,2,124,244,260939,8.0
1695,2702,473,559,76000,0,2015,167,7,3,349,331,119928,7.9
1696,11898,14000,11000,0,2,1984,118,0,1,148,524,329969,7.6
1697,3438,5,971,418,0,1998,83,1,2,45,67,14005,5.9
1698,17109,93,11000,0,0,2001,104,6,3,133,317,59232,6.3
1699,11534,350,11000,0,3,2016,110,7,0,87,32,2167,7.1
1700,46186,0,40000,0,1,2003,102,0,3,178,471,130094,6.4
1701,40585,323,25000,25000,0,1988,131,0,3,233,722,592582,8.2
1702,3400,136,833,0,1,2008,101,4,3,173,170,195255,6.9
1703,57308,285,33000,99000,4,2015,130,7,3,426,374,182983,7.8
1704,1500,0,579,0,12,2009,120,4,3,210,71,24663,6.7
1705,1845,149,639,0,0,2004,135,7,1,129,289,36636,7.5
1706,10438,0,3000,7000,0,2004,110,0,3,287,1057,194422,7.4
1707,17533,163,11000,0,2,2001,103,4,0,108,229,61317,5.2
1708,386,21,173,0,0,2013,115,1,5,62,28,8227,6.5
1709,14609,0,13000,0,1,2001,110,4,3,220,962,209133,7.6
1710,3969,446,1000,11000,0,2003,91,5,3,136,714,177828,7.3
1711,35694,226,22000,27000,2,2013,105,4,0,222,173,106755,6.6
1712,2118,46,844,2000,1,1981,127,0,1,112,263,72085,6.8
1713,37,23,11,12000,0,2001,82,4,0,122,374,85423,6.9
1714,2010,0,664,0,1,1994,99,0,3,62,115,44394,5.8
1715,34565,0,14000,0,0,2001,90,4,0,135,523,201084,6.6
1716,1554,529,576,23000,0,2013,115,2,0,184,160,78008,6.7
1717,1275,197,580,16000,0,1993,96,4,1,36,132,60494,6.7
1718,3497,96,943,0,2,2007,104,4,1,171,128,59068,6.3
1719,2357,905,553,36000,1,2010,117,0,3,447,801,435864,7.7
1720,1987,181,731,0,3,2011,83,0,3,220,122,77935,6.1
1721,23344,71,18000,0,0,2000,99,0,3,122,365,27378,4.9
1722,47677,44,35000,12000,6,2014,81,4,1,119,85,29738,6.2
1723,1083,456,422,17000,2,2005,135,2,1,177,1058,193455,7.8
1724,13877,0,11000,34000,2,1982,117,10,3,302,1168,461609,8.2
1725,16125,105,14000,0,1,1995,139,1,3,44,126,34427,6.9
1726,1286,368,933,10000,0,2014,123,0,0,211,211,69355,6.2
1727,3681,115,3000,0,4,2007,117,6,3,222,199,72693,6.9
1728,1805,710,497,209,2,2000,97,2,3,100,167,9338,4.8
1729,66,63,63,1000,0,2001,81,9,2,100,153,10369,8.0
1730,3211,80,806,0,3,2006,103,4,0,98,149,44103,5.3
1731,2171,116,738,913,0,1999,119,4,3,74,123,22250,6.7
1732,3436,32,1000,0,4,2010,94,0,1,97,71,29971,5.4
1733,5535,23,1000,517,3,1997,89,4,1,21,21,4288,5.4
1734,28867,0,26000,0,5,2001,98,0,3,156,460,43006,4.9
1735,3944,234,1000,0,2,2015,107,4,3,125,50,11476,6.1
1736,4710,23,2000,73000,0,2016,108,0,0,225,134,23775,5.8
1737,4,17000,2,0,0,1997,134,7,0,85,117,21606,7.0
1738,858,53,480,0,4,2008,110,4,3,135,98,61269,6.5
1739,19168,65,17000,36000,0,2013,103,0,3,350,378,202967,6.6
1740,25387,11,23000,0,2,2014,100,0,0,177,112,32103,5.7
1741,1898,46,594,0,0,1983,131,0,1,106,225,74374,6.6
1742,12874,0,11000,0,2,2007,133,4,3,251,559,298590,7.0
1743,1775,415,673,15000,2,2009,109,2,0,148,184,74476,7.4
1744,3565,92,940,464,3,2008,114,4,0,76,39,10791,5.3
1745,1334,767,358,845,0,1984,164,1,1,52,89,12980,7.4
1746,646,14,386,0,0,2006,92,6,3,220,281,64625,7.4
1747,50950,151,24000,0,2,2007,122,2,3,131,197,47203,6.8
1748,16230,120,12000,0,0,1991,110,0,1,112,188,55513,7.2
1749,3845,144,1000,0,4,2002,116,2,0,93,199,15352,6.0
1750,32921,4000,19000,65000,0,2016,106,1,1,370,398,106221,7.8
1751,14322,39,11000,0,1,1997,115,6,3,83,143,50653,6.6
1752,2566,644,1000,14000,1,1980,148,0,3,125,319,142448,7.9
1753,3525,43,953,894,4,2008,119,4,0,73,33,22304,6.2
1754,3389,650,1000,0,4,2012,118,4,0,98,71,6476,5.7
1755,74,129,66,0,0,2002,101,4,0,158,391,144021,7.1
1756,3313,49,1000,2000,0,1999,82,0,3,152,366,42761,5.6
1757,26451,118,13000,10000,3,2006,110,6,3,202,507,262153,7.8
1758,6341,133,2000,0,0,1983,193,1,1,80,170,45271,7.9
1759,2452,776,898,15000,3,2011,130,2,0,288,136,34488,6.9
1760,1560,249,523,21000,1,1984,94,1,1,99,284,99557,7.4
1761,4696,295,3000,14000,1,1998,111,0,3,222,624,156929,7.7
1762,6420,10,3000,0,3,2008,110,7,0,194,140,61777,6.9
1763,960,181,303,0,0,1985,109,1,1,56,208,19568,6.7
1764,11969,0,11000,315,4,1998,123,0,0,63,39,8309,6.0
1765,15790,22,14000,0,1,2009,109,11,3,167,174,60555,6.2
1766,1721,54,748,817,0,2004,99,6,3,101,139,16555,5.9
1767,2495,43,1000,0,0,2007,106,4,1,118,71,17436,6.8
1768,4311,0,2000,0,5,2011,89,0,1,76,83,15866,3.6
1769,10894,0,8000,0,1,2016,98,6,3,268,103,19611,6.7
1770,1044,31,783,0,2,2001,93,0,3,95,167,42876,6.3
1771,46022,541,22000,0,1,1999,112,4,3,78,105,14612,6.4
1772,4186,212,1000,2000,0,2004,101,6,3,127,226,49405,6.4
1773,71973,272,22000,845,1,2008,104,4,3,137,111,23767,5.7
1774,3286,278,844,188,4,2003,120,2,3,54,52,4257,6.2
1775,2954,41,567,0,1,2009,91,0,1,167,201,84209,5.2
1776,3984,70,2000,0,2,2003,97,4,1,129,271,96693,6.1
1777,8341,0,7000,0,1,2005,133,4,3,217,546,313797,7.1
1778,1690,108,1000,0,0,1998,123,4,3,134,752,175524,7.2
1779,15428,71,14000,15000,0,2014,114,6,3,253,207,87950,6.5
1780,2403,425,743,0,4,1990,111,0,0,46,109,107801,6.0
1781,15590,234,11000,0,3,2008,117,0,3,232,374,255257,7.0
1782,2747,72,1000,0,1,1998,121,4,0,92,345,57958,7.0
1783,5458,0,3000,0,0,2003,139,2,3,153,494,54096,7.5
1784,10493,541,8000,0,5,1990,115,2,3,49,148,62037,6.6
1785,669,0,385,0,14,1977,175,2,1,56,210,40277,7.4
1786,1090,0,332,0,0,2005,85,5,0,224,673,94108,6.5
1787,3172,160,748,0,0,2003,90,11,3,175,472,120786,6.2
1788,3066,0,1000,16000,3,2000,107,1,0,197,862,225102,7.8
1789,3889,124,2000,0,0,2010,100,0,3,226,315,80870,5.2
1790,13573,0,12000,43000,4,2013,129,4,3,335,287,161168,6.5
1791,28493,80,19000,736,2,2004,109,4,0,157,214,48973,6.5
1792,3917,906,2000,874,0,2002,94,0,1,69,94,11212,5.2
1793,1154,759,826,0,4,1985,133,0,0,46,149,28247,7.2
1794,42473,260,20000,10000,0,2009,105,2,3,217,201,88035,7.1
1795,3742,8,1000,167,4,2004,100,0,1,55,44,11092,4.5
1796,23456,0,22000,20000,15,2011,113,4,0,200,134,66579,5.7
1797,11662,49,11000,3000,1,2001,118,2,3,93,181,44913,6.0
1798,2356,160,771,35000,1,2012,110,6,3,265,190,72886,6.4
1799,2466,80,826,260,2,2004,110,4,0,82,95,10667,5.2
1800,2960,5,1000,319,0,1994,99,0,0,32,79,16194,4.3
1801,2228,30,1000,145,3,1996,101,6,3,42,55,7772,6.1
1802,2170,2,642,0,2,1997,100,8,3,22,69,8118,6.3
1803,12534,11000,11000,826,0,2001,103,4,0,116,178,31798,6.8
1804,19068,737,15000,0,5,2015,100,4,0,56,28,5006,4.0
1805,616,0,442,504,1,1996,95,1,1,23,26,8008,5.2
1806,17847,763,16000,11000,0,2015,117,0,0,178,126,57674,6.5
1807,1565,353,883,0,0,2005,129,2,3,226,568,111351,7.5
1808,705,0,260,13000,0,2004,120,2,3,406,2814,179235,7.1
1809,52201,0,49000,0,5,1993,125,4,0,57,223,181380,6.9
1810,12285,272,10000,12000,3,1988,133,2,3,100,331,383784,8.0
1811,17347,16000,16000,28000,0,2008,116,2,3,366,871,561773,8.2
1812,4264,0,2000,0,1,2008,129,7,0,242,320,40941,6.4
1813,16461,180,14000,29000,0,2008,93,0,0,309,974,483756,7.9
1814,3197,97,775,19000,0,2014,118,2,0,85,99,43084,6.7
1815,2551,81,970,0,0,1992,129,0,3,48,126,89972,6.1
1816,15233,14000,14000,41000,0,1993,185,7,3,174,1273,865020,8.9
